EmployeeID,Target,TargetMonth
399771412,"$300,000",01-09-2017
399771412,"$300,000",01-10-2017
399771412,"$300,000",01-11-2017
399771412,"$300,000",01-12-2017
502097814,"$1,500,000",01-08-2017
502097814,"$2,200,000",01-11-2017
502097814,"$1,750,000",01-12-2017
615389812,"$100,000",01-08-2017
615389812,"$100,000",01-09-2017
615389812,"$100,000",01-10-2017
716374314,"$100,000",01-07-2017
716374314,"$300,000",01-09-2017
716374314,"$100,000",01-10-2017
716374314,"$300,000",01-11-2017
841560125,"$100,000",01-07-2017
841560125,"$400,000",01-09-2017
841560125,"$400,000",01-10-2017
987554265,"$100,000",01-07-2017
987554265,"$300,000",01-09-2017
987554265,"$400,000",01-10-2017
987554265,"$400,000",01-11-2017
61161660,"$750,000",01-05-2018
61161660,"$1,250,000",01-06-2018
61161660,"$700,000",01-07-2018
61161660,"$1,250,000",01-08-2018
61161660,"$1,750,000",01-09-2018
61161660,"$600,000",01-10-2018
61161660,"$1,750,000",01-12-2018
90836195,"$100,000",01-01-2018
90836195,"$300,000",01-03-2018
90836195,"$100,000",01-04-2018
90836195,"$400,000",01-06-2018
90836195,"$300,000",01-07-2018
90836195,"$300,000",01-08-2018
90836195,"$350,000",01-11-2018
90836195,"$350,000",01-12-2018
112432117,"$650,000",01-01-2018
112432117,"$1,750,000",01-02-2018
112432117,"$1,500,000",01-03-2018
112432117,"$750,000",01-04-2018
112432117,"$2,000,000",01-05-2018
112432117,"$1,500,000",01-06-2018
112432117,"$1,850,000",01-07-2018
112432117,"$3,200,000",01-08-2018
112432117,"$2,850,000",01-09-2018
112432117,"$1,700,000",01-10-2018
112432117,"$3,000,000",01-11-2018
112432117,"$2,000,000",01-12-2018
134219713,"$75,000",01-07-2018
134219713,"$150,000",01-08-2018
134219713,"$50,000",01-10-2018
134219713,"$150,000",01-11-2018
134219713,"$50,000",01-12-2018
139397894,"$100,000",01-01-2018
139397894,"$300,000",01-03-2018
139397894,"$400,000",01-05-2018
191644724,"$100,000",01-01-2018
191644724,"$750,000",01-05-2018
191644724,"$400,000",01-06-2018
191644724,"$800,000",01-07-2018
191644724,"$1,200,000",01-08-2018
191644724,"$1,200,000",01-09-2018
191644724,"$800,000",01-10-2018
191644724,"$800,000",01-11-2018
191644724,"$800,000",01-12-2018
234474252,"$150,000",01-01-2018
234474252,"$175,000",01-02-2018
234474252,"$225,000",01-04-2018
234474252,"$225,000",01-06-2018
399771412,"$150,000",01-01-2018
399771412,"$175,000",01-02-2018
399771412,"$225,000",01-04-2018
399771412,"$225,000",01-06-2018
502097814,"$650,000",01-01-2018
502097814,"$1,750,000",01-02-2018
502097814,"$1,500,000",01-03-2018
502097814,"$750,000",01-04-2018
502097814,"$2,000,000",01-05-2018
502097814,"$1,500,000",01-06-2018
502097814,"$1,750,000",01-07-2018
502097814,"$2,950,000",01-08-2018
502097814,"$2,650,000",01-09-2018
502097814,"$1,500,000",01-10-2018
502097814,"$2,500,000",01-11-2018
502097814,"$1,750,000",01-12-2018
615389812,"$50,000",01-01-2018
615389812,"$150,000",01-02-2018
615389812,"$150,000",01-03-2018
615389812,"$50,000",01-04-2018
615389812,"$300,000",01-08-2018
615389812,"$150,000",01-12-2018
668991357,"$300,000",01-08-2018
668991357,"$400,000",01-09-2018
668991357,"$100,000",01-10-2018
668991357,"$300,000",01-11-2018
716374314,"$150,000",01-01-2018
716374314,"$150,000",01-02-2018
716374314,"$150,000",01-03-2018
716374314,"$150,000",01-04-2018
716374314,"$150,000",01-07-2018
841560125,"$300,000",01-01-2018
841560125,"$400,000",01-02-2018
841560125,"$600,000",01-05-2018
841560125,"$750,000",01-07-2018
841560125,"$850,000",01-08-2018
841560125,"$750,000",01-09-2018
841560125,"$800,000",01-10-2018
982310417,"$300,000",01-08-2018
982310417,"$400,000",01-09-2018
982310417,"$100,000",01-10-2018
982310417,"$300,000",01-11-2018
987554265,"$100,000",01-01-2018
987554265,"$300,000",01-02-2018
987554265,"$100,000",01-04-2018
987554265,"$450,000",01-05-2018
987554265,"$175,000",01-06-2018
987554265,"$300,000",01-07-2018
987554265,"$550,000",01-11-2018
987554265,"$150,000",01-12-2018
61161660,"$800,000",01-01-2019
61161660,"$800,000",01-02-2019
61161660,"$600,000",01-04-2019
61161660,"$1,200,000",01-05-2019
61161660,"$800,000",01-06-2019
61161660,"$1,200,000",01-07-2019
61161660,"$1,400,000",01-08-2019
61161660,"$1,500,000",01-09-2019
90836195,"$100,000",01-01-2019
90836195,"$300,000",01-05-2019
90836195,"$300,000",01-06-2019
90836195,"$300,000",01-07-2019
90836195,"$400,000",01-08-2019
90836195,"$300,000",01-10-2019
90836195,"$400,000",01-11-2019
112432117,"$2,000,000",01-02-2019
112432117,"$1,750,000",01-03-2019
112432117,"$1,750,000",01-04-2019
112432117,"$1,750,000",01-05-2019
112432117,"$1,750,000",01-06-2019
112432117,"$2,500,000",01-07-2019
112432117,"$4,000,000",01-08-2019
112432117,"$30,000,000",01-09-2019
112432117,"$2,000,000",01-10-2019
112432117,"$3,500,000",01-11-2019
112432117,"$3,500,000",01-12-2019
134219713,"$25,000",01-01-2019
134219713,"$50,000",01-02-2019
134219713,"$50,000",01-03-2019
134219713,"$50,000",01-04-2019
134219713,"$100,000",01-05-2019
134219713,"$100,000",01-06-2019
134219713,"$50,000",01-07-2019
134219713,"$700,000",01-08-2019
134219713,"$50,000",01-09-2019
134219713,"$50,000",01-10-2019
134219713,"$100,000",01-12-2019
139397894,"$300,000",01-04-2019
139397894,"$750,000",01-05-2019
139397894,"$650,000",01-06-2019
139397894,"$9,000,000",01-08-2019
139397894,"$800,000",01-09-2019
139397894,"$700,000",01-10-2019
139397894,"$600,000",01-11-2019
191644724,"$400,000",01-01-2019
191644724,"$600,000",01-03-2019
191644724,"$700,000",01-04-2019
191644724,"$800,000",01-05-2019
191644724,"$900,000",01-06-2019
191644724,"$900,000",01-09-2019
191644724,"$800,000",01-10-2019
191644724,"$700,000",01-11-2019
191644724,"$600,000",01-12-2019
234474252,"$350,000",01-02-2019
234474252,"$350,000",01-03-2019
234474252,"$450,000",01-04-2019
234474252,"$450,000",01-05-2019
234474252,"$450,000",01-06-2019
234474252,"$550,000",01-08-2019
234474252,"$750,000",01-09-2019
234474252,"$400,000",01-11-2019
234474252,"$650,000",01-12-2019
399771412,"$300,000",01-02-2019
399771412,"$400,000",01-03-2019
399771412,"$450,000",01-04-2019
399771412,"$450,000",01-05-2019
399771412,"$400,000",01-06-2019
399771412,"$600,000",01-09-2019
399771412,"$400,000",01-11-2019
481044938,"$25,000",01-07-2019
481044938,"$50,000",01-08-2019
481044938,"$75,000",01-09-2019
481044938,"$50,000",01-10-2019
481044938,"$100,000",01-11-2019
502097814,"$1,250,000",01-01-2019
502097814,"$1,500,000",01-02-2019
502097814,"$1,500,000",01-03-2019
502097814,"$1,750,000",01-04-2019
502097814,"$2,000,000",01-05-2019
502097814,"$2,000,000",01-07-2019
502097814,"$2,500,000",01-08-2019
502097814,"$3,000,000",01-09-2019
502097814,"$2,000,000",01-10-2019
502097814,"$2,500,000",01-11-2019
502097814,"$2,500,000",01-12-2019
615389812,"$100,000",01-01-2019
615389812,"$100,000",01-03-2019
615389812,"$100,000",01-04-2019
615389812,"$300,000",01-08-2019
615389812,"$300,000",01-09-2019
615389812,"$100,000",01-10-2019
615389812,"$300,000",01-11-2019
615389812,"$325,000",01-12-2019
668991357,"$50,000",01-01-2019
668991357,"$150,000",01-02-2019
668991357,"$100,000",01-04-2019
668991357,"$150,000",01-05-2019
668991357,"$700,000",01-09-2019
668991357,"$700,000",01-10-2019
716374314,"$100,000",01-01-2019
716374314,"$150,000",01-02-2019
716374314,"$150,000",01-05-2019
716374314,"$100,000",01-06-2019
716374314,"$100,000",01-07-2019
716374314,"$300,000",01-09-2019
716374314,"$100,000",01-10-2019
716374314,"$350,000",01-12-2019
758596752,"$50,000",01-07-2019
758596752,"$50,000",01-08-2019
758596752,"$50,000",01-09-2019
758596752,"$50,000",01-10-2019
758596752,"$75,000",01-11-2019
758596752,"$100,000",01-12-2019
841560125,"$750,000",01-02-2019
841560125,"$750,000",01-04-2019
841560125,"$750,000",01-06-2019
954276278,"$150,000",01-07-2019
954276278,"$300,000",01-08-2019
954276278,"$100,000",01-09-2019
954276278,"$150,000",01-10-2019
954276278,"$150,000",01-11-2019
982310417,"$50,000",01-01-2019
982310417,"$150,000",01-02-2019
982310417,"$100,000",01-04-2019
982310417,"$150,000",01-05-2019
982310417,"$300,000",01-07-2019
982310417,"$800,000",01-11-2019
987554265,"$100,000",01-01-2019
987554265,"$300,000",01-02-2019
987554265,"$150,000",01-04-2019
987554265,"$350,000",01-05-2019
987554265,"$150,000",01-06-2019
987554265,"$300,000",01-07-2019
987554265,"$850,000",01-08-2019
987554265,"$400,000",01-11-2019
987554265,"$600,000",01-12-2019
61161660,"$850,000",01-01-2020
61161660,"$950,000",01-02-2020
61161660,"$1,050,000",01-03-2020
61161660,"$950,000",01-04-2020
61161660,"$850,000",01-05-2020
61161660,"$1,250,000",01-06-2020
61161660,"$1,250,000",01-07-2020
61161660,"$1,500,000",01-08-2020
61161660,"$1,750,000",01-09-2020
90836195,"$300,000",01-01-2020
90836195,"$400,000",01-02-2020
90836195,"$400,000",01-03-2020
112432117,"$1,500,000",01-01-2020
112432117,"$2,000,000",01-02-2020
112432117,"$2,500,000",01-03-2020
112432117,"$2,000,000",01-04-2020
112432117,"$3,000,000",01-05-2020
112432117,"$3,500,000",01-06-2020
112432117,"$2,750,000",01-07-2020
112432117,"$4,500,000",01-08-2020
112432117,"$33,000,000",01-09-2020
112432117,"$2,250,000",01-10-2020
112432117,"$3,750,000",01-11-2020
112432117,"$3,750,000",01-12-2020
134219713,"$300,000",01-02-2020
134219713,"$300,000",01-04-2020
134219713,"$300,000",01-06-2020
134219713,"$750,000",01-08-2020
139397894,"$400,000",01-01-2020
139397894,"$600,000",01-03-2020
139397894,"$700,000",01-04-2020
139397894,"$800,000",01-05-2020
139397894,"$900,000",01-06-2020
139397894,"$10,000,000",01-08-2020
139397894,"$750,000",01-10-2020
139397894,"$750,000",01-11-2020
191644724,"$600,000",01-02-2020
191644724,"$800,000",01-03-2020
191644724,"$900,000",01-04-2020
191644724,"$850,000",01-06-2020
191644724,"$750,000",01-11-2020
191644724,"$750,000",01-12-2020
234474252,"$300,000",01-02-2020
234474252,"$400,000",01-03-2020
234474252,"$400,000",01-05-2020
234474252,"$300,000",01-06-2020
234474252,"$750,000",01-09-2020
234474252,"$750,000",01-12-2020
399771412,"$300,000",01-02-2020
399771412,"$350,000",01-03-2020
399771412,"$400,000",01-04-2020
399771412,"$450,000",01-05-2020
399771412,"$750,000",01-09-2020
481044938,"$25,000",01-01-2020
481044938,"$50,000",01-02-2020
481044938,"$100,000",01-03-2020
481044938,"$100,000",01-04-2020
481044938,"$100,000",01-05-2020
481044938,"$150,000",01-06-2020
502097814,"$1,250,000",01-01-2020
502097814,"$1,500,000",01-02-2020
502097814,"$2,000,000",01-03-2020
502097814,"$2,000,000",01-04-2020
502097814,"$2,500,000",01-05-2020
502097814,"$2,500,000",01-06-2020
502097814,"$2,250,000",01-07-2020
502097814,"$2,750,000",01-08-2020
502097814,"$3,250,000",01-09-2020
502097814,"$2,250,000",01-10-2020
502097814,"$2,750,000",01-11-2020
502097814,"$2,750,000",01-12-2020
615389812,"$100,000",01-01-2020
615389812,"$300,000",01-05-2020
615389812,"$300,000",01-06-2020
668991357,"$50,000",01-01-2020
668991357,"$100,000",01-04-2020
668991357,"$750,000",01-05-2020
668991357,"$750,000",01-06-2020
668991357,"$750,000",01-09-2020
668991357,"$750,000",01-10-2020
758596752,"$100,000",01-01-2020
758596752,"$10,000",01-02-2020
758596752,"$100,000",01-03-2020
758596752,"$100,000",01-04-2020
758596752,"$100,000",01-05-2020
758596752,"$100,000",01-06-2020
841560125,"$300,000",01-01-2020
841560125,"$400,000",01-02-2020
841560125,"$600,000",01-04-2020
841560125,"$700,000",01-05-2020
841560125,"$800,000",01-06-2020
954276278,"$100,000",01-01-2020
954276278,"$150,000",01-02-2020
954276278,"$150,000",01-03-2020
954276278,"$150,000",01-04-2020
954276278,"$150,000",01-05-2020
982310417,"$750,000",01-04-2020
987554265,"$350,000",01-02-2020
987554265,"$450,000",01-03-2020
987554265,"$400,000",01-04-2020
987554265,"$600,000",01-06-2020
987554265,"$750,000",01-12-2020
61161660,"$1,500,000",01-06-2021
61161660,"$1,500,000",01-07-2021
61161660,"$1,500,000",01-08-2021
61161660,"$2,000,000",01-09-2021
112432117,"$1,500,000",01-01-2021
112432117,"$2,000,000",01-02-2021
112432117,"$3,000,000",01-03-2021
112432117,"$2,000,000",01-04-2021
112432117,"$3,500,000",01-05-2021
112432117,"$4,000,000",01-06-2021
112432117,"$3,000,000",01-07-2021
112432117,"$5,000,000",01-08-2021
112432117,"$36,500,000",01-09-2021
112432117,"$2,500,000",01-10-2021
112432117,"$4,000,000",01-11-2021
112432117,"$4,000,000",01-12-2021
139397894,"$11,000,000",01-08-2021
481044938,"$25,000",01-01-2021
481044938,"$50,000",01-02-2021
481044938,"$75,000",01-03-2021
481044938,"$100,000",01-04-2021
481044938,"$125,000",01-05-2021
481044938,"$150,000",01-06-2021
502097814,"$1,500,000",01-01-2021
502097814,"$1,500,000",01-02-2021
502097814,"$2,000,000",01-03-2021
502097814,"$2,000,000",01-04-2021
502097814,"$3,000,000",01-05-2021
502097814,"$3,000,000",01-06-2021
502097814,"$2,500,000",01-07-2021
502097814,"$3,000,000",01-08-2021
502097814,"$3,500,000",01-09-2021
502097814,"$2,500,000",01-10-2021
502097814,"$3,000,000",01-11-2021
502097814,"$3,000,000",01-12-2021
668991357,"$75,000",01-04-2021
758596752,"$75,000",01-01-2021
758596752,"$100,000",01-02-2021
758596752,"$125,000",01-03-2021
758596752,"$150,000",01-04-2021
758596752,"$175,000",01-05-2021
954276278,"$50,000",01-01-2021
954276278,"$75,000",01-02-2021
954276278,"$100,000",01-03-2021
954276278,"$125,000",01-04-2021
954276278,"$150,000",01-05-2021
954276278,"$175,000",01-06-2021
